Year Mon Day Value
2012 5 14 1.6116
2012 5 15 1.6025
2012 5 16 1.5933
2012 5 17 1.5823
2012 5 18 1.5788
2012 5 21 1.579
2012 5 22 1.5775
2012 5 23 1.5691
2012 5 24 1.5698
2012 5 25 1.5648
2012 5 29 1.563
2012 5 30 1.5532
2012 5 31 1.5405
2012 6 1 1.5383
2012 6 4 1.5382
2012 6 5 1.5355
2012 6 6 1.5475
2012 6 7 1.5557
2012 6 8 1.5433
2012 6 11 1.5515
2012 6 12 1.5562
2012 6 13 1.5557
2012 6 14 1.5533
2012 6 15 1.5654
2012 6 18 1.5665
2012 6 19 1.5732
2012 6 20 1.575
2012 6 21 1.5633
2012 6 22 1.5582
2012 6 25 1.5555
2012 6 26 1.562
2012 6 27 1.5549
2012 6 28 1.5503
2012 6 29 1.5686
2012 7 2 1.5679
2012 7 3 1.5702
2012 7 5 1.5531
2012 7 6 1.548
2012 7 9 1.5507
2012 7 10 1.5506
2012 7 11 1.5532
2012 7 12 1.5425
2012 7 13 1.555
2012 7 16 1.5635
2012 7 17 1.5613
2012 7 18 1.5636
2012 7 19 1.5719
2012 7 20 1.563
2012 7 23 1.5512
2012 7 24 1.5521
2012 7 25 1.5479
2012 7 26 1.5683
2012 7 27 1.5728
2012 7 30 1.5694
2012 7 31 1.5686
2012 8 1 1.5596
2012 8 2 1.55
2012 8 3 1.565
2012 8 6 1.5625
2012 8 7 1.5658
2012 8 8 1.5659
2012 8 9 1.5623
2012 8 10 1.5679
2012 8 13 1.569
2012 8 14 1.5692
2012 8 15 1.5686
2012 8 16 1.5738
2012 8 17 1.5697
2012 8 20 1.5707
2012 8 21 1.5788
2012 8 22 1.58
2012 8 23 1.5882
2012 8 24 1.5815
2012 8 27 1.58
2012 8 28 1.5828
2012 8 29 1.5839
2012 8 30 1.5794
2012 8 31 1.5864
2012 9 4 1.5889
2012 9 5 1.5907
2012 9 6 1.5922
2012 9 7 1.6016
2012 9 10 1.6009
2012 9 11 1.6071
2012 9 12 1.6111
2012 9 13 1.6125
2012 9 14 1.6244
2012 9 17 1.6263
2012 9 18 1.6251
2012 9 19 1.6219
2012 9 20 1.6198
2012 9 21 1.6251
2012 9 24 1.6199
2012 9 25 1.6232
2012 9 26 1.6145
2012 9 27 1.6217
2012 9 28 1.6132
2012 10 1 1.6142
2012 10 2 1.6186
2012 10 3 1.6077
2012 10 4 1.6165
2012 10 5 1.6196
2012 10 9 1.5987
2012 10 10 1.6007
2012 10 11 1.6028
2012 10 12 1.6075
2012 10 15 1.6069
2012 10 16 1.6101
2012 10 17 1.6165
2012 10 18 1.6141
2012 10 19 1.6003
2012 10 22 1.6028
2012 10 23 1.5932
2012 10 24 1.6015
2012 10 25 1.6119
2012 10 26 1.6098
2012 10 29 1.6025
2012 10 30 1.6083
2012 10 31 1.6111
2012 11 1 1.6142
2012 11 2 1.6036
2012 11 5 1.5977
2012 11 6 1.5985
2012 11 7 1.5975
2012 11 8 1.5979
2012 11 9 1.5912
2012 11 13 1.5885
2012 11 14 1.5849
2012 11 15 1.5865
2012 11 16 1.5866
2012 11 19 1.5908
2012 11 20 1.5927
2012 11 21 1.5936
2012 11 23 1.6032
2012 11 26 1.6014
2012 11 27 1.6028
2012 11 28 1.5997
2012 11 29 1.6026
2012 11 30 1.6027
2012 12 3 1.6104
2012 12 4 1.6097
2012 12 5 1.6102
2012 12 6 1.6066
2012 12 7 1.6031
2012 12 10 1.6068
2012 12 11 1.6103
2012 12 12 1.6132
2012 12 13 1.613
2012 12 14 1.6139
2012 12 17 1.6203
2012 12 18 1.6256
2012 12 19 1.6275
2012 12 20 1.6268
2012 12 21 1.6167
2012 12 24 1.6113
2012 12 26 1.6118
2012 12 27 1.6106
2012 12 28 1.6157
2012 12 31 1.6262
2013 1 2 1.6255
2013 1 3 1.6151
2013 1 4 1.6036
2013 1 7 1.608
2013 1 8 1.604
2013 1 9 1.6024
2013 1 10 1.6125
2013 1 11 1.6128
2013 1 14 1.6077
2013 1 15 1.6089
2013 1 16 1.6009
2013 1 17 1.5991
2013 1 18 1.5876
2013 1 22 1.5862
2013 1 23 1.5848
2013 1 24 1.5789
2013 1 25 1.5799
2013 1 28 1.5686
2013 1 29 1.5751
2013 1 30 1.5793
2013 1 31 1.5856
2013 2 1 1.5744
2013 2 4 1.5737
2013 2 5 1.5652
2013 2 6 1.5655
2013 2 7 1.5712
2013 2 8 1.5814
2013 2 11 1.5668
2013 2 12 1.5654
2013 2 13 1.5544
2013 2 14 1.5502
2013 2 15 1.5518
2013 2 19 1.5432
2013 2 20 1.5301
2013 2 21 1.5263
2013 2 22 1.5256
2013 2 25 1.5112
2013 2 26 1.5125
2013 2 27 1.5134
2013 2 28 1.5192
2013 3 1 1.5033
2013 3 4 1.5084
2013 3 5 1.5098
2013 3 6 1.5036
2013 3 7 1.5032
2013 3 8 1.4926
2013 3 11 1.4898
2013 3 12 1.4877
2013 3 13 1.4925
2013 3 14 1.5039
2013 3 15 1.5124
2013 3 18 1.5113
2013 3 19 1.5118
2013 3 20 1.5133
2013 3 21 1.518
2013 3 22 1.5239
2013 3 25 1.5184
2013 3 26 1.5156
2013 3 27 1.5112
2013 3 28 1.5184
2013 3 29 1.5193
2013 4 1 1.5232
2013 4 2 1.5113
2013 4 3 1.514
2013 4 4 1.5198
2013 4 5 1.5336
2013 4 8 1.5257
2013 4 9 1.5317
2013 4 10 1.5315
2013 4 11 1.5403
2013 4 12 1.5373
2013 4 15 1.532
2013 4 16 1.5316
2013 4 17 1.5255
2013 4 18 1.5282
2013 4 19 1.5254
2013 4 22 1.5262
2013 4 23 1.5267
2013 4 24 1.5258
2013 4 25 1.5434
2013 4 26 1.5479
2013 4 29 1.5497
2013 4 30 1.5539
2013 5 1 1.5578
2013 5 2 1.5519
2013 5 3 1.5563
2013 5 6 1.5538
2013 5 7 1.5468
2013 5 8 1.5563
2013 5 9 1.5502
2013 5 10 1.5334
2013 5 13 1.5291
2013 5 14 1.5258
2013 5 15 1.5198
2013 5 16 1.5302
2013 5 17 1.5173
2013 5 20 1.5223
2013 5 21 1.517
2013 5 22 1.5038
2013 5 23 1.512
2013 5 24 1.5126
2013 5 28 1.5061
2013 5 29 1.5121
2013 5 30 1.5207
2013 5 31 1.5185
2013 6 3 1.5349
2013 6 4 1.5304
2013 6 5 1.5392
2013 6 6 1.5601
2013 6 7 1.5558
2013 6 10 1.5556
2013 6 11 1.5587
2013 6 12 1.5697
2013 6 13 1.5698
2013 6 14 1.5686
2013 6 17 1.5709
2013 6 18 1.5625
2013 6 19 1.5657
2013 6 20 1.5469
2013 6 21 1.5373
2013 6 24 1.5404
2013 6 25 1.5418
2013 6 26 1.5332
2013 6 27 1.5235
2013 6 28 1.521
2013 7 1 1.5247
2013 7 2 1.5171
2013 7 3 1.5264
2013 7 5 1.491
2013 7 8 1.4932
2013 7 9 1.4837
2013 7 10 1.4935
2013 7 11 1.5127
2013 7 12 1.5108
2013 7 15 1.5088
2013 7 16 1.5122
2013 7 17 1.5184
2013 7 18 1.5193
2013 7 19 1.526
2013 7 22 1.5366
2013 7 23 1.5354
2013 7 24 1.5367
2013 7 25 1.5333
2013 7 26 1.5368
2013 7 29 1.5355
2013 7 30 1.5244
2013 7 31 1.5177
2013 8 1 1.5145
2013 8 2 1.5277
2013 8 5 1.5347
2013 8 6 1.5367
2013 8 7 1.5514
2013 8 8 1.5555
2013 8 9 1.5507
2013 8 12 1.5475
2013 8 13 1.5451
2013 8 14 1.5531
2013 8 15 1.5573
2013 8 16 1.5621
2013 8 19 1.5665
2013 8 20 1.5678
2013 8 21 1.5678
2013 8 22 1.558
2013 8 23 1.5578
2013 8 26 1.5568
2013 8 27 1.5528
2013 8 28 1.552
2013 8 29 1.5488
2013 8 30 1.5468
2013 9 3 1.5544
2013 9 4 1.5643
2013 9 5 1.5593
2013 9 6 1.5633
2013 9 9 1.5724
2013 9 10 1.5731
2013 9 11 1.5807
2013 9 12 1.5819
2013 9 13 1.5861
2013 9 16 1.5927
2013 9 17 1.5901
2013 9 18 1.5965
2013 9 19 1.6043
2013 9 20 1.6021
2013 9 23 1.6066
2013 9 24 1.6006
2013 9 25 1.608
2013 9 26 1.6012
2013 9 27 1.6135
2013 9 30 1.6179
2013 10 1 1.6208
2013 10 2 1.6224
2013 10 3 1.6169
2013 10 4 1.6069
2013 10 7 1.6082
2013 10 8 1.6089
2013 10 9 1.5943
2013 10 10 1.5975
2013 10 11 1.5945
2013 10 15 1.5974
2013 10 16 1.5904
2013 10 17 1.6166
2013 10 18 1.6184
2013 10 21 1.6149
2013 10 22 1.6221
2013 10 23 1.6171
2013 10 24 1.6186
2013 10 25 1.6158
2013 10 28 1.6131
2013 10 29 1.6059
2013 10 30 1.6078
2013 10 31 1.6068
2013 11 1 1.5922
2013 11 4 1.595
2013 11 5 1.6044
2013 11 6 1.608
2013 11 7 1.6069
2013 11 8 1.5995
2013 11 12 1.5916
2013 11 13 1.6033
2013 11 14 1.6077
2013 11 15 1.6107
2013 11 18 1.611
2013 11 19 1.611
2013 11 20 1.615
2013 11 21 1.6155
2013 11 22 1.6211
2013 11 25 1.6146
2013 11 26 1.6187
2013 11 27 1.6267
2013 11 29 1.6373
2013 12 2 1.6365
2013 12 3 1.6416
2013 12 4 1.6352
2013 12 5 1.6328
2013 12 6 1.6327
2013 12 9 1.6403
2013 12 10 1.6424
2013 12 11 1.6389
2013 12 12 1.6326
2013 12 13 1.6294
2013 12 16 1.6311
2013 12 17 1.6254
2013 12 18 1.6388
2013 12 19 1.6382
2013 12 20 1.6355
2013 12 23 1.6356
2013 12 24 1.6371
2013 12 26 1.6425
2013 12 27 1.6491
2013 12 30 1.6522
2013 12 31 1.6574
2014 1 2 1.6441
2014 1 3 1.6424
2014 1 6 1.6412
2014 1 7 1.6421
2014 1 8 1.6461
2014 1 9 1.6459
2014 1 10 1.647
2014 1 13 1.6379
2014 1 14 1.645
2014 1 15 1.6375
2014 1 16 1.6335
2014 1 17 1.6429
2014 1 21 1.6469
2014 1 22 1.6571
2014 1 23 1.6612
2014 1 24 1.6491
2014 1 27 1.6588
2014 1 28 1.6581
2014 1 29 1.6561
2014 1 30 1.6487
2014 1 31 1.645
2014 2 3 1.6307
2014 2 4 1.63
2014 2 5 1.6308
2014 2 6 1.6345
2014 2 7 1.6395
2014 2 10 1.6419
2014 2 11 1.6468
2014 2 12 1.6578
2014 2 13 1.6643
2014 2 14 1.6736
2014 2 18 1.6696
2014 2 19 1.6718
2014 2 20 1.664
2014 2 21 1.663
2014 2 24 1.6641
2014 2 25 1.6696
2014 2 26 1.6648
2014 2 27 1.6693
2014 2 28 1.675
2014 3 3 1.6712
2014 3 4 1.6665
2014 3 5 1.6729
2014 3 6 1.6743
2014 3 7 1.6725
2014 3 10 1.6633
2014 3 11 1.6628
2014 3 12 1.6605
2014 3 13 1.6677
2014 3 14 1.663
2014 3 17 1.6645
2014 3 18 1.6574
2014 3 19 1.6629
2014 3 20 1.6511
2014 3 21 1.6498
2014 3 24 1.6491
2014 3 25 1.6507
2014 3 26 1.6566
2014 3 27 1.6627
2014 3 28 1.6637
2014 3 31 1.6675
2014 4 1 1.6639
2014 4 2 1.6634
2014 4 3 1.6583
2014 4 4 1.6594
2014 4 7 1.6616
2014 4 8 1.6743
2014 4 9 1.6751
2014 4 10 1.6781
2014 4 11 1.6736
2014 4 14 1.6741
2014 4 15 1.6725
2014 4 16 1.6794
2014 4 17 1.6809
2014 4 18 1.6792
2014 4 21 1.6792
2014 4 22 1.6833
2014 4 23 1.6768
2014 4 24 1.6797
2014 4 25 1.681
2014 4 28 1.6812
2014 4 29 1.6829
2014 4 30 1.6883
2014 5 1 1.69
2014 5 2 1.6865
2014 5 5 1.687
2014 5 6 1.6976
2014 5 7 1.6964
2014 5 8 1.6944
2014 5 9 1.6849
2014 5 12 1.6871
2014 5 13 1.6838
2014 5 14 1.6784
2014 5 15 1.6791
2014 5 16 1.6827
2014 5 19 1.6822
2014 5 20 1.6847
2014 5 21 1.6869
2014 5 22 1.6859
2014 5 23 1.6822
2014 5 27 1.68
2014 5 28 1.6709
2014 5 29 1.6719
2014 5 30 1.6764
2014 6 2 1.6756
2014 6 3 1.6753
2014 6 4 1.6747
2014 6 5 1.6796
2014 6 6 1.6794
2014 6 9 1.6798
2014 6 10 1.6753
2014 6 11 1.6795
2014 6 12 1.6853
2014 6 13 1.6953
2014 6 16 1.6988
2014 6 17 1.6965
2014 6 18 1.6951
2014 6 19 1.7046
2014 6 20 1.7014
2014 6 23 1.701
2014 6 24 1.6971
2014 6 25 1.6986
2014 6 26 1.7018
2014 6 27 1.7016
2014 6 30 1.7105
2014 7 1 1.7147
2014 7 2 1.7165
2014 7 3 1.7152
2014 7 7 1.7128
2014 7 8 1.7127
2014 7 9 1.713
2014 7 10 1.7122
2014 7 11 1.7108
2014 7 14 1.7079
2014 7 15 1.7149
2014 7 16 1.7131
2014 7 17 1.7104
2014 7 18 1.7069
2014 7 21 1.7067
2014 7 22 1.7058
2014 7 23 1.7036
2014 7 24 1.6981
2014 7 25 1.6972
2014 7 28 1.6991
2014 7 29 1.6939
2014 7 30 1.6903
2014 7 31 1.6889
2014 8 1 1.6832
2014 8 4 1.6841
2014 8 5 1.6874
2014 8 6 1.6833
2014 8 7 1.6849
2014 8 8 1.6778
2014 8 11 1.6787
2014 8 12 1.6806
2014 8 13 1.6696
2014 8 14 1.6694
2014 8 15 1.6686
2014 8 18 1.672
2014 8 19 1.662
2014 8 20 1.6633
2014 8 21 1.6589
2014 8 22 1.6574
2014 8 25 1.6585
2014 8 26 1.657
2014 8 27 1.6573
2014 8 28 1.6579
2014 8 29 1.6585
2014 9 2 1.6502
2014 9 3 1.6451
2014 9 4 1.6349
2014 9 5 1.6312
2014 9 8 1.6141
2014 9 9 1.6088
2014 9 10 1.6134
2014 9 11 1.6225
2014 9 12 1.6243
2014 9 15 1.6243
2014 9 16 1.629
2014 9 17 1.6329
2014 9 18 1.6372
2014 9 19 1.6314
2014 9 22 1.634
2014 9 23 1.637
2014 9 24 1.6344
2014 9 25 1.6313
2014 9 26 1.6254
2014 9 29 1.6262
2014 9 30 1.622
2014 10 1 1.6216
2014 10 2 1.614
2014 10 3 1.5962
2014 10 6 1.6029
2014 10 7 1.6072
2014 10 8 1.6068
2014 10 9 1.6123
2014 10 10 1.6049
2014 10 14 1.593
2014 10 15 1.5959
2014 10 16 1.6065
2014 10 17 1.6086
2014 10 20 1.6137
2014 10 21 1.6134
2014 10 22 1.607
2014 10 23 1.6037
2014 10 24 1.6098
2014 10 27 1.6133
2014 10 28 1.6157
2014 10 29 1.6149
2014 10 30 1.6023
2014 10 31 1.5999
2014 11 3 1.5986
2014 11 4 1.5991
2014 11 5 1.5984
2014 11 6 1.5862
2014 11 7 1.5844
2014 11 10 1.5857
2014 11 12 1.5815
2014 11 13 1.5717
2014 11 14 1.5657
2014 11 17 1.5645
2014 11 18 1.5648
2014 11 19 1.567
2014 11 20 1.5683
2014 11 21 1.5672
2014 11 24 1.5701
2014 11 25 1.5714
2014 11 26 1.5787
2014 11 28 1.5638
2014 12 1 1.5743
2014 12 2 1.5651
2014 12 3 1.57
2014 12 4 1.5707
2014 12 5 1.56
2014 12 8 1.5625
2014 12 9 1.5694
2014 12 10 1.5689
2014 12 11 1.5712
2014 12 12 1.5728
2014 12 15 1.5663
2014 12 16 1.5736
2014 12 17 1.5652
2014 12 18 1.5662
2014 12 19 1.5609
2014 12 22 1.5618
2014 12 23 1.5517
2014 12 24 1.5549
2014 12 29 1.5524
2014 12 30 1.5573
2014 12 31 1.5578
2015 1 2 1.5361
2015 1 5 1.5234
2015 1 6 1.5174
2015 1 7 1.5073
2015 1 8 1.5118
2015 1 9 1.5151
2015 1 12 1.5168
2015 1 13 1.5166
2015 1 14 1.5234
2015 1 15 1.5161
2015 1 16 1.5132
2015 1 20 1.5162
2015 1 21 1.5118
2015 1 22 1.5052
2015 1 23 1.5022
2015 1 26 1.5088
2015 1 27 1.5196
2015 1 28 1.5165
2015 1 29 1.5043
2015 1 30 1.5026
2015 2 2 1.5027
2015 2 3 1.5129
2015 2 4 1.5209
2015 2 5 1.5293
2015 2 6 1.5247
2015 2 9 1.5217
2015 2 10 1.5252
2015 2 11 1.5232
2015 2 12 1.538
2015 2 13 1.5394
2015 2 17 1.5349
2015 2 18 1.543
2015 2 19 1.5451
2015 2 20 1.5385
2015 2 23 1.5465
2015 2 24 1.5434
2015 2 25 1.5499
2015 2 26 1.5424
2015 2 27 1.5439
2015 3 2 1.5371
2015 3 3 1.5391
2015 3 4 1.5266
2015 3 5 1.5229
2015 3 6 1.5063
2015 3 9 1.5097
2015 3 10 1.5086
2015 3 11 1.4945
2015 3 12 1.4907
2015 3 13 1.4755
2015 3 16 1.48
2015 3 17 1.4744
2015 3 18 1.4686
2015 3 19 1.4729
2015 3 20 1.4923
