  PERMNO        date            mcd        vwretd        ewretd        sprtrn
   43449    20050630      -0.103103      0.011533      0.032153     -0.000143
   43449    20050729       0.123243      0.043325      0.058745      0.035968
   43449    20050831       0.041065     -0.005946     -0.007217     -0.011222
   43449    20050930       0.032049      0.010606      0.010530      0.006949
   43449    20051031      -0.056435     -0.020877     -0.033876     -0.017741
   43449    20051130       0.092405      0.040329      0.034319      0.035186
   43449    20051230      -0.003840      0.003456      0.013484     -0.000952
   43449    20060131       0.038256      0.040033      0.076354      0.025467
   43449    20060228      -0.002856     -0.001640      0.004836      0.000453
   43449    20060331      -0.015755      0.019053      0.036978      0.011065
   43449    20060428       0.006112      0.012964      0.009791      0.012187
   43449    20060531      -0.040498     -0.031045     -0.044331     -0.030917
   43449    20060630       0.012964     -0.000386     -0.008479      0.000087
   43449    20060731       0.053274     -0.001884     -0.022698      0.005086
   43449    20060831       0.014411      0.025048      0.025011      0.021274
   43449    20060929       0.089694      0.019424      0.009006      0.024566
   43449    20061031       0.071575      0.037125      0.046211      0.031508
   43449    20061130       0.025048      0.023705      0.031168      0.016467
   43449    20061229       0.056231      0.010856      0.014800      0.012616
   43449    20070131       0.000451      0.019404      0.022283      0.014059
   43449    20070228      -0.014882     -0.013994      0.002110     -0.021846
   43449    20070330       0.031128      0.012946      0.006545      0.009980
   43449    20070430       0.071698      0.039821      0.027044      0.043291
   43449    20070531       0.047017      0.038932      0.023123      0.032549
   43449    20070629       0.004154     -0.014754     -0.007906     -0.017816
   43449    20070731      -0.056935     -0.031758     -0.043537     -0.031982
   43449    20070831       0.028828      0.011631     -0.011737      0.012864
   43449    20070928       0.105990      0.040849      0.025363      0.035794
   43449    20071031       0.096932      0.025833      0.017406      0.014822
   43449    20071130       0.003684     -0.049220     -0.076608     -0.044043
   43449    20071231       0.007525     -0.004434     -0.010989     -0.008628
   43449    20080131      -0.090477     -0.062147     -0.045082     -0.061163
   43449    20080229       0.016891     -0.021664     -0.021401     -0.034761
   43449    20080331       0.030678     -0.010420     -0.025310     -0.005960
   43449    20080430       0.068316      0.051105      0.031907      0.047547
   43449    20080530      -0.004364      0.023841      0.031786      0.010674
   43449    20080630      -0.045937     -0.078433     -0.086625     -0.085962
   43449    20080731       0.063501     -0.013328     -0.001296     -0.009859
   43449    20080829       0.043235      0.010564      0.013023      0.012191
   43449    20080930      -0.004839     -0.098007     -0.120095     -0.090791
   43449    20081031      -0.061102     -0.184603     -0.205222     -0.169425
   43449    20081128       0.022786     -0.084615     -0.130320     -0.074849
   43449    20081231       0.058553      0.022148      0.042177      0.007822
   43449    20090130      -0.067053     -0.077324     -0.024042     -0.085657
   43449    20090227      -0.090831     -0.100212     -0.107667     -0.109931
   43449    20090331       0.044402      0.086690      0.107470      0.085405
   43449    20090430      -0.023456      0.109359      0.192762      0.093925
   43449    20090529       0.106962      0.067789      0.102330      0.053081
   43449    20090630      -0.016952     -0.003098      0.023921      0.000196
   43449    20090731      -0.042268      0.081719      0.085217      0.074142
   43449    20090831       0.030512      0.031459      0.056864      0.033560
   43449    20090930       0.014758      0.045222      0.071251      0.035723
   43449    20091030       0.026984     -0.027993     -0.050612     -0.019762
   43449    20091130       0.088551      0.057098      0.028444      0.057364
   43449    20091231      -0.012806      0.028419      0.055000      0.017771
   43449    20100129      -0.000160     -0.037096     -0.011388     -0.036974
   43449    20100226       0.031555      0.034775      0.033603      0.028514
   43449    20100331       0.044949      0.063605      0.069271      0.058796
   43449    20100430       0.058004      0.020043      0.057837      0.014759
   43449    20100528      -0.044907     -0.079137     -0.076968     -0.081976
   43449    20100630      -0.014954     -0.050717     -0.056666     -0.053882
   43449    20100730       0.058600      0.070293      0.059958      0.068778
   43449    20100831       0.055643     -0.042813     -0.047592     -0.047449
   43449    20100930       0.019847      0.091517      0.096370      0.087551
   43449    20101029       0.043752      0.038531      0.040681      0.036856
   43449    20101130       0.014659      0.005107      0.010661     -0.002290
   43449    20101231      -0.019668      0.067150      0.068774      0.065300
   43449    20110131      -0.040255      0.019157      0.014412      0.022646
   43449    20110228       0.035564      0.038165      0.037036      0.031957
   43449    20110331       0.005417      0.003366      0.008605     -0.001047
   43449    20110429       0.029176      0.028688      0.019203      0.028495
   43449    20110531       0.049036     -0.014935     -0.018550     -0.013501
   43449    20110630       0.034094     -0.018395     -0.024106     -0.018258
   43449    20110729       0.025617     -0.022469     -0.021813     -0.021474
   43449    20110831       0.052498     -0.057472     -0.075715     -0.056791
   43449    20110930      -0.028647     -0.084873     -0.100921     -0.071762
   43449    20111031       0.057276      0.113982      0.107697      0.107723
   43449    20111130       0.036295     -0.006226     -0.020645     -0.005059
   43449    20111230       0.050356      0.003702     -0.003561      0.008533
   43449    20120131      -0.012758      0.054077      0.085342      0.043583
   43449    20120229       0.009389      0.041186      0.036494      0.040589
   43449    20120330      -0.011886      0.023994      0.017600      0.031332
   43449    20120430      -0.006626     -0.006801     -0.009106     -0.007497
   43449    20120531      -0.076039     -0.065531     -0.068438     -0.062651
   43449    20120629      -0.009066      0.038156      0.034177      0.039555
   43449    20120731       0.009375      0.010266     -0.003281      0.012598
   43449    20120831       0.009288      0.026265      0.024820      0.019763
   43449    20120928       0.025254      0.026539      0.034924      0.024236
   43449    20121031      -0.053951     -0.014101     -0.013487     -0.019789
   43449    20121130       0.011636      0.006193      0.002790      0.002847
   43449    20121231       0.013442      0.012531      0.021872      0.007068
   43449    20130131       0.080263      0.054093      0.063509      0.050428
   43449    20130228       0.014482      0.008331      0.003500      0.011061
   43449    20130328       0.039520      0.035274      0.031412      0.035988
   43449    20130430       0.024576      0.014945      0.002477      0.018086
   43449    20130531      -0.046994      0.019066      0.023973      0.020763
   43449    20130628       0.025163     -0.015039     -0.013013     -0.014999
   43449    20130731      -0.009293      0.052681      0.054898      0.049462
   43449    20130830      -0.030078     -0.025714     -0.017278     -0.031298
   43449    20130930       0.019606      0.037477      0.051828      0.029749
   43449    20131031       0.003222      0.039852      0.025762      0.044596
   43449    20131129       0.017199      0.024947      0.023398      0.028049
   43449    20131231      -0.003492      0.026126      0.025242      0.023563
   43449    20140131      -0.029475     -0.029959     -0.001282     -0.035583
   43449    20140228       0.019008      0.046172      0.044257      0.043117
   43449    20140331       0.030268      0.004469      0.001027      0.006932
   43449    20140430       0.034173      0.001660     -0.022319      0.006201
   43449    20140530       0.008483      0.020218      0.006647      0.021030
   43449    20140630      -0.006803      0.027941      0.039496      0.019058
   43449    20140731      -0.061346     -0.020524     -0.035223     -0.015080
   43449    20140829      -0.000317      0.040171      0.033687      0.037655
   43449    20140930       0.011630     -0.025129     -0.045004     -0.015514
   43449    20141031      -0.011391      0.021178      0.014195      0.023201
   43449    20141128       0.041929      0.021149     -0.002457      0.024534
   43449    20141231      -0.032125     -0.003616     -0.000214     -0.004189
